method,task_id,train_time_s,peak_ram_mb,peak_gpu_mb,extra_storage_mb,extra_storage_label
Vanilla,0,24.879,0.37,0.0,0.0,none
Vanilla,1,24.253,0.21,0.0,0.0,none
Vanilla,2,24.234,0.21,0.0,0.0,none
Vanilla,3,24.216,0.22,0.0,0.0,none
Vanilla,4,24.246,0.22,0.0,0.0,none
Vanilla,5,24.267,0.21,0.0,0.0,none
Vanilla,6,24.235,0.21,0.0,0.0,none
Vanilla,7,24.223,0.21,0.0,0.0,none
Vanilla,8,24.23,0.21,0.0,0.0,none
Vanilla,9,24.277,0.21,0.0,0.0,none
