,T0,T1,T2,T3,T4
T0,0.8354879906793332,0.8529418354543825,0.8754817171536118,0.890840652446675,0.8897315827209177
T1,0.8354879906793332,0.8212829360100377,0.7784213120630937,0.7782084602975443,0.8381318336619465
T2,0.8354879906793332,0.83711238573221,0.8812175120989425,0.8820913246101452,0.8871549560853199
T3,0.8354879906793332,0.83711238573221,0.8450401804385494,0.8909190715181933,0.8894403118838502
T4,0.8354879906793332,0.83711238573221,0.8450401804385494,0.8605148772181395,0.8737564975802115
