,T0,T1,T2,T3,T4
T0,0.4666943000537731,0.4612721813945151,0.506788851048575,0.5628808926330884,0.5878405628248791
T1,0.4666943000537731,0.4202253988169923,0.4531502061301308,0.493211148951425,0.5187085499193403
T2,0.4666943000537731,0.4407487901057537,0.5098135866642768,0.5655583437892095,0.5880982254884388
T3,0.4666943000537731,0.4407487901057537,0.4899175479476609,0.5630825416741352,0.5878517655493816
T4,0.4666943000537731,0.4407487901057537,0.4899175479476609,0.5461832317619646,0.563284190715182
