method,task_id,train_time_s,peak_ram_mb,peak_gpu_mb,extra_storage_mb,extra_storage_label
ER,0,15.301,20.42,0.0,0.5997,replay_buffer (200 samples)
ER,1,15.289,22.56,0.0,1.1993,replay_buffer (400 samples)
ER,2,15.124,22.69,0.0,1.799,replay_buffer (600 samples)
ER,3,15.047,22.57,0.0,2.3987,replay_buffer (800 samples)
ER,4,15.15,22.58,0.0,2.9984,replay_buffer (1000 samples)
