method,task_id,train_time_s,peak_ram_mb,peak_gpu_mb,extra_storage_mb,extra_storage_label
MAS,0,153.315,20.41,0.0,1.6038,importance_weights + param_copy
MAS,1,151.414,20.37,0.0,1.6038,importance_weights + param_copy
MAS,2,152.034,20.37,0.0,1.6038,importance_weights + param_copy
MAS,3,152.173,20.37,0.0,1.6038,importance_weights + param_copy
MAS,4,152.7,20.37,0.0,1.6038,importance_weights + param_copy
