,T0,T1,T2,T3,T4
T0,0.4689572504032981,0.5024982075640796,0.5367449363685248,0.5610324430901595,0.5828889585947302
T1,0.4689572504032981,0.4568134970424807,0.4765078867180498,0.4972777379458684,0.5216436637390214
T2,0.4689572504032981,0.4796558523032801,0.5423799067933321,0.5641804086753899,0.5846365836171357
T3,0.4689572504032981,0.4796558523032801,0.5185442432933022,0.5608868076716257,0.5829001613192328
T4,0.4689572504032981,0.4796558523032801,0.5185442432933022,0.5458443493457609,0.562443986377487
