,T0,T1,T2,T3,T4
T0,0.8386919698870765,0.8543869869152177,0.8745854991934038,0.891904911274422,0.8925434665710701
T1,0.8386919698870765,0.8251926868614448,0.7837314034773257,0.7877307761247535,0.8432066678616239
T2,0.8386919698870765,0.8397898368883312,0.8817104319770568,0.8848808030112923,0.885978670012547
T3,0.8386919698870765,0.8397898368883312,0.8466757782159288,0.8916136404373544,0.8910759096612296
T4,0.8386919698870765,0.8397898368883312,0.8466757782159288,0.8640325327119556,0.8750112027245026
