,T0,T1,T2,T3,T4,T5,T6,T7
T0,0.7793522267206477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T1,0.7793522267206477,0.8252427184466019,0.0,0.0,0.0,0.0,0.0,0.0
T2,0.7793522267206477,0.41262135922330095,0.2926829268292683,0.0,0.0,0.0,0.0,0.0
T3,0.7793522267206477,0.41262135922330095,0.09756097560975609,0.7047619047619048,0.0380952380952381,0.0,0.0,0.0
T4,0.7793522267206477,0.41262135922330095,0.09756097560975609,0.1761904761904762,0.0,0.0,0.0,0.0
T5,0.7793522267206477,0.41262135922330095,0.09756097560975609,0.1761904761904762,0.00761904761904762,0.1145833333333333,0.0,0.0
T6,0.7793522267206477,0.41262135922330095,0.09756097560975609,0.1761904761904762,0.00761904761904762,0.019097222222222217,0.1276595744680851,0.0
T7,0.7793522267206477,0.41262135922330095,0.09756097560975609,0.1761904761904762,0.00761904761904762,0.019097222222222217,0.0182370820668693,0.2142857142857142
