,T0,T1,T2,T3,T4,T5,T6,T7
T0,0.7105263157894737,0.6012145748987854,0.5607287449392713,0.6012145748987854,0.631578947368421,0.4190283400809717,0.340080971659919,0.48582995951417
T1,0.7105263157894737,0.9158576051779936,0.8802588996763754,0.7928802588996764,0.7087378640776699,0.7961165048543689,0.6213592233009708,0.6731391585760518
T2,0.7105263157894737,0.7585360900383895,0.5528455284552846,0.5203252032520326,0.3821138211382114,0.2764227642276423,0.4308943089430894,0.3495934959349593
T3,0.7105263157894737,0.7585360900383895,0.6646110576903105,0.7333333333333333,0.4285714285714285,0.5047619047619047,0.6857142857142857,0.6285714285714286
T4,0.7105263157894737,0.7585360900383895,0.6646110576903105,0.6619383425959569,0.3773584905660377,0.2641509433962264,0.1886792452830188,0.2264150943396226
T5,0.7105263157894737,0.7585360900383895,0.6646110576903105,0.6619383425959569,0.5056721103443537,0.3854166666666667,0.2604166666666667,0.2916666666666667
T6,0.7105263157894737,0.7585360900383895,0.6646110576903105,0.6619383425959569,0.5056721103443537,0.44098285399796344,0.2765957446808511,0.2765957446808511
T7,0.7105263157894737,0.7585360900383895,0.6646110576903105,0.6619383425959569,0.5056721103443537,0.44098285399796344,0.4005343494641145,0.6
