method,task_id,train_time_s,peak_ram_mb,peak_gpu_mb,extra_storage_mb,extra_storage_label
OGD,0,51.273,0.72,0.0,1.9302,task_grads (1 vectors)
OGD,1,32.925,0.28,0.0,3.8604,task_grads (2 vectors)
OGD,2,13.45,0.24,0.0,5.7906,task_grads (3 vectors)
OGD,3,11.651,0.23,0.0,7.7208,task_grads (4 vectors)
OGD,4,6.018,0.23,0.0,9.651,task_grads (5 vectors)
OGD,5,10.789,0.23,0.0,9.651,task_grads (5 vectors)
OGD,6,5.209,0.23,0.0,9.651,task_grads (5 vectors)
OGD,7,7.854,0.23,0.0,9.651,task_grads (5 vectors)
