,T0,T1,T2,T3,T4,T5,T6,T7
T0,0.7267206477732794,0.0,0.0,0.0040485829959514,0.0,0.0,0.0080971659919028,0.0
T1,0.7267206477732794,0.7443365695792881,0.0,0.0,0.0,0.0,0.0,0.0
T2,0.7267206477732794,0.37216828478964403,0.5609756097560976,0.0,0.0,0.0,0.0,0.0
T3,0.7267206477732794,0.37216828478964403,0.1869918699186992,0.780952380952381,0.0,0.0,0.0095238095238095,0.0
T4,0.7267206477732794,0.37216828478964403,0.1869918699186992,0.1962502409870831,0.5471698113207547,0.0,0.0,0.0
T5,0.7267206477732794,0.37216828478964403,0.1869918699186992,0.1962502409870831,0.10943396226415095,0.4895833333333333,0.0,0.0
T6,0.7267206477732794,0.37216828478964403,0.1869918699186992,0.1962502409870831,0.10943396226415095,0.08159722222222222,0.5957446808510638,0.0212765957446808
T7,0.7267206477732794,0.37216828478964403,0.1869918699186992,0.1962502409870831,0.10943396226415095,0.08159722222222222,0.08762366519525373,0.6
